0.09403 0.24356 0.50359 0.95968 1.86585 0.66600 0.35365 
0.09326 0.24002 0.49716 0.95049 1.85424 0.66562 0.35360
0.09128 0.23207 0.48302 0.93036 1.82889 0.66479 0.35347 
0.08230 0.20515 0.43743 0.86638 1.74866 0.66216 0.35309
0.06086 0.15981 0.36656 0.76956 1.62824 0.65824 0.35252 
0.04766 0.13682 0.33271 0.72433 1.57237 0.65643 0.35225 
0.03171 0.10856 0.29029 0.66672 1.50024 0.65392 0.35188 
0.00755 0.05086 0.18879 0.51507 1.29758 0.64467 0.35051
0.00064 0.01583 0.10150 0.35810 1.06011 0.62857 0.34809 
0.00000 0.00244 0.04060 0.21309 0.79696 0.60098 0.34382 
0.00000 0.00000 0.01011 0.10047 0.52980 0.55504 0.33636 
0.00000 0.00000 0.00003 0.00634 0.12187 0.37660 0.30185 
0.00000 0.00000 0.00000 0.00000 0.00445 0.11582 0.21453 
0.00000 0.00000 0.00000 0.00000 0.00000 0.00384 0.07351
0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00269
